full_name,first_name,last_name,age,team,position,fantasy_positions,depth_chart_position,depth_chart_order,status,number,height,weight,college,years_exp,injury_status,cache_date
Drew Hartlaub,Drew,Hartlaub,25.0,,DB,DB,,,Active,0.0,71,180.0,Penn State,1.0,,2024-09-17
Jalen Hurd,Jalen,Hurd,27.0,,WR,WR,,,Active,13.0,77,230.0,Baylor,4.0,,2024-09-17
Jalin Burrell,Jalin,Burrell,25.0,,CB,DB,,,Active,0.0,72,195.0,New Mexico,3.0,,2024-09-17
Kolton Miller,Kolton,Miller,29.0,LV,T,"OL,OT",OL,,Active,74.0,80,325.0,UCLA,6.0,,2024-09-17
Courtney Roby,Courtney,Roby,34.0,,WR,WR,,,Inactive,15.0,"6'0""",189.0,Indiana,8.0,,2024-09-17
Baltimore Ravens,Baltimore,Ravens,,BAL,DEF,DEF,,,,,,,,,,2024-09-17
Bruce Irvin,Bruce,Irvin,36.0,,LB,"DL,LB",,,Active,46.0,75,258.0,West Virginia,12.0,,2024-09-17
Quincy Mauger,Quincy,Mauger,26.0,,SS,DB,,,Active,39.0,72,206.0,Georgia,5.0,,2024-09-17
Quincy Williams,Quincy,Williams,28.0,NYJ,LB,LB,ROLB,1.0,Active,56.0,71,230.0,Murray State,5.0,,2024-09-17
Tyler Ott,Tyler,Ott,32.0,WAS,LS,LS,LS,,Active,69.0,75,252.0,Harvard,10.0,,2024-09-17
Jovan Swann,Jovan,Swann,,,DE,DL,,,Active,0.0,74,271.0,Indiana,1.0,,2024-09-17
Tito Odenigbo,Tito,Odenigbo,25.0,,DT,DL,,,Active,0.0,75,300.0,Miami,3.0,,2024-09-17
Maurice Harris,Maurice,Harris,29.0,,WR,WR,,,Inactive,16.0,75,200.0,California,6.0,,2024-09-17
Matt LaCosse,Matt,LaCosse,29.0,NE,TE,TE,,,Active,83.0,78,255.0,Illinois,7.0,,2024-09-17
Andrew Meyer,Andrew,Meyer,24.0,MIA,C,OL,OL,,Active,60.0,75,295.0,UTEP,0.0,,2024-09-17
Kenny Ladler,Kenny,Ladler,29.0,,FS,DB,,,Active,32.0,73,200.0,Vanderbilt,8.0,,2024-09-17
Matt Lengel,Matt,Lengel,31.0,,TE,TE,,,Active,47.0,79,266.0,Eastern Kentucky,7.0,,2024-09-17
Jay Gruden,Jay,Gruden,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Manny Wilkins,Manny,Wilkins,26.0,,QB,QB,,,Active,18.0,74,193.0,Arizona State,3.0,,2024-09-17
Nick Natour,Nick,Natour,,,G,OL,,,Inactive,0.0,"6'4""",274.0,SMU,0.0,,2024-09-17
Mike Ford,Mike,Ford,29.0,CLE,DB,DB,RCB,2.0,Active,31.0,72,195.0,Southeast Missouri State,6.0,,2024-09-17
Steven Mitchell,Steven,Mitchell,27.0,,WR,WR,,,Inactive,11.0,70,186.0,Southern California,4.0,,2024-09-17
Dominick Wood-Anderson,Dominick,Wood-Anderson,23.0,,TE,TE,,,Active,0.0,76,257.0,Tennessee,2.0,,2024-09-17
Jalen Sundell,Jalen,Sundell,24.0,SEA,C,OT,OL,,Active,61.0,77,301.0,North Dakota State,0.0,,2024-09-17
Brian Hoyer,Brian,Hoyer,38.0,,QB,QB,,,Active,7.0,74,215.0,Michigan State,15.0,,2024-09-17
Calvin Taylor,Calvin,Taylor,25.0,,DE,DL,,,Active,67.0,81,310.0,Kentucky,2.0,Questionable,2024-09-17
Vincent Jackson,Vincent,Jackson,37.0,,WR,WR,,,Inactive,83.0,"6'5""",230.0,Northern Colorado,15.0,,2024-09-17
Chance Campbell,Chance,Campbell,24.0,TEN,LB,LB,LB,,Inactive,45.0,74,232.0,Ole Miss,2.0,IR,2024-09-17
Mike Zimmer,Mike,Zimmer,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Rashard Causey,Rashard,Causey,25.0,,CB,DB,,,Active,1.0,72,195.0,Central Florida,3.0,,2024-09-17
Mike Jackson,Mike,Jackson,27.0,CAR,CB,DB,RCB,1.0,Active,2.0,73,210.0,Miami (FL),5.0,,2024-09-17
Clyde Edwards-Helaire,Clyde,Edwards-Helaire,25.0,KC,RB,RB,RB,3.0,Active,25.0,67,207.0,LSU,4.0,PUP,2024-09-17
Elijah Benton,Elijah,Benton,25.0,,DB,DB,,,Active,39.0,73,205.0,Liberty,2.0,,2024-09-17
Brian Lewerke,Brian,Lewerke,25.0,,QB,QB,,,Active,6.0,75,216.0,Michigan State,2.0,,2024-09-17
Josh Wilson,Josh,Wilson,35.0,,CB,DB,,,Inactive,30.0,"5'9""",187.0,Maryland,13.0,,2024-09-17
Houston Bates,Houston,Bates,29.0,,LB,LB,,,Physically Unable to Perform,96.0,"6'3""",250.0,Louisiana Tech,5.0,,2024-09-17
Josh Thomas,Josh,Thomas,31.0,,CB,DB,,,Inactive,26.0,"5'11""",185.0,Buffalo,9.0,,2024-09-17
Malik Earl,Malik,Earl,25.0,,WR,WR,,,Active,0.0,75,217.0,Missouri State,4.0,,2024-09-17
Edefuan Ulofoshio,Edefuan,Ulofoshio,24.0,BUF,LB,LB,LOLB,1.0,Active,48.0,73,239.0,Washington,0.0,Out,2024-09-17
Luke Fortner,Luke,Fortner,26.0,JAX,G,OL,OL,,Active,79.0,76,307.0,Kentucky,2.0,,2024-09-17
Austin Reed,Austin,Reed,24.0,CHI,QB,QB,,,Active,16.0,73,220.0,Western Kentucky,0.0,,2024-09-17
Jaelon Darden,Jaelon,Darden,25.0,CLE,WR,WR,,,Active,16.0,68,175.0,North Texas,3.0,,2024-09-17
Dakereon Joyner,Dakereon,Joyner,24.0,,WR,WR,,,Active,,73,229.0,South Carolina,0.0,,2024-09-17
Jack Sanborn,Jack,Sanborn,24.0,CHI,LB,LB,MLB,2.0,Active,57.0,74,234.0,Wisconsin,2.0,,2024-09-17
Anthony McMeans,Anthony,McMeans,,LAR,G,OL,RG,3.0,Active,0.0,"6'1""",308.0,New Mexico State,1.0,,2024-09-17
Isaiah Iton,Isaiah,Iton,23.0,TEN,DL,DL,,,Active,95.0,74,277.0,Rutgers,0.0,,2024-09-17
Adam Gettis,Adam,Gettis,33.0,,G,OL,,,Inactive,72.0,75,315.0,Iowa,10.0,,2024-09-17
Corbin Bryant,Corbin,Bryant,32.0,,DT,DL,,,Injured Reserve,73.0,"6'4""",300.0,Northwestern,9.0,,2024-09-17
Jay Tufele,Jay,Tufele,25.0,CIN,DT,DL,RDT,3.0,Active,97.0,75,309.0,USC,3.0,,2024-09-17
Myjai Sanders,Myjai,Sanders,25.0,,DL,DL,,,Active,41.0,77,248.0,Cincinnati,2.0,,2024-09-17
Levonte Whitfield,Levonte,Whitfield,,,WR,WR,,,Inactive,17.0,,182.0,Florida State,0.0,,2024-09-17
Davon House,Davon,House,32.0,,CB,DB,,,Injured Reserve,0.0,72,195.0,New Mexico State,11.0,,2024-09-17
Silas Redd,Silas,Redd,26.0,,RB,RB,,,Inactive,32.0,"5'10""",212.0,Southern Cal,3.0,,2024-09-17
Michael Coe,Michael,Coe,34.0,DAL,CB,DB,,,Active,20.0,"6'0""",187.0,Alabama State,1.0,,2024-09-17
Younghoe Koo,Younghoe,Koo,30.0,ATL,K,K,K,1.0,Active,6.0,70,193.0,Georgia Southern,7.0,,2024-09-17
Troy Fumagalli,Troy,Fumagalli,29.0,,TE,TE,,,Active,82.0,78,248.0,Wisconsin,6.0,,2024-09-17
Ken Norton Jr.,Ken,Norton Jr.,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Brandin Cooks,Brandin,Cooks,30.0,DAL,WR,WR,SWR,2.0,Active,3.0,70,189.0,Oregon State,10.0,,2024-09-17
Dwan Edwards,Dwan,Edwards,39.0,,DT,DL,,,Inactive,92.0,"6'3""",305.0,Oregon State,16.0,,2024-09-17
Ja'Gared Davis,Ja'Gared,Davis,26.0,,ILB,LB,,,Inactive,58.0,"6'1""",238.0,SMU,2.0,,2024-09-17
Derek Carrier,Derek,Carrier,31.0,,TE,TE,,,Active,85.0,75,240.0,Beloit,10.0,,2024-09-17
Cliff Matthews,Cliff,Matthews,29.0,,DT,DL,,,Inactive,96.0,"6'3""",257.0,South Carolina,5.0,,2024-09-17
Sashi Brown,Sashi,Brown,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Ben Roberts,Ben,Roberts,26.0,,WR,WR,LWR,3.0,Inactive,12.0,"6'4""",215.0,Montana,0.0,,2024-09-17
Vontarrius Dora,Vontarrius,Dora,29.0,,OLB,LB,,,Active,54.0,76,256.0,Louisiana Tech,6.0,,2024-09-17
Travon McMillian,Travon,McMillian,25.0,,RB,RB,,,Active,0.0,72,210.0,Colorado,3.0,,2024-09-17
Dee Williams,Dee,Williams,24.0,SEA,DB,DB,DB,8.0,Active,33.0,70,190.0,Tennessee,0.0,,2024-09-17
Daniel Jones,Daniel,Jones,27.0,NYG,QB,QB,QB,1.0,Active,8.0,77,230.0,Duke,5.0,,2024-09-17
Colin Cole,Colin,Cole,40.0,,DT,DL,,,Inactive,91.0,"6'2""",325.0,Iowa,17.0,,2024-09-17
Jason Ankrah,Jason,Ankrah,26.0,,OLB,LB,,,Inactive,56.0,"6'4""",265.0,Nebraska,1.0,,2024-09-17
Travis Koontz,Travis,Koontz,,,TE,TE,,,Active,0.0,76,255.0,Texas Tech,1.0,,2024-09-17
Landon Honeycutt,Landon,Honeycutt,23.0,,LB,LB,,,Active,35.0,74,231.0,Mars Hill,0.0,,2024-09-17
Peter LeBlanc,Peter,LeBlanc,23.0,,WR,WR,,,Active,82.0,74,189.0,Louisiana,0.0,,2024-09-17
Samuel Jackson,Samuel,Jackson,24.0,,OL,OL,,,Active,62.0,77,330.0,UCF,0.0,,2024-09-17
George Karlaftis,George,Karlaftis,23.0,KC,DL,DL,LDE,1.0,Active,56.0,76,263.0,Purdue,2.0,,2024-09-17
Deontay Burnett,Deontay,Burnett,26.0,,WR,WR,,,Active,6.0,72,185.0,USC,6.0,,2024-09-17
Rejzohn Wright,Rejzohn,Wright,24.0,NO,CB,DB,DB,,Inactive,28.0,74,193.0,Oregon State,1.0,IR,2024-09-17
Eddie Royal,Eddie,Royal,34.0,,WR,WR,,,Inactive,19.0,"5'10""",185.0,Virginia Tech,12.0,,2024-09-17
David Talley,David,Talley,27.0,,OLB,LB,,,Active,57.0,73,236.0,Grand Valley State,5.0,,2024-09-17
Sean Porter,Sean,Porter,31.0,,OLB,LB,,,Inactive,32.0,73,235.0,Texas A&M,9.0,,2024-09-17
Jake Simonich,Jake,Simonich,28.0,,C,OL,,,Active,79.0,77,305.0,Utah State,5.0,,2024-09-17
Jesse James,Jesse,James,29.0,,TE,TE,,,Active,88.0,79,261.0,Penn State,8.0,,2024-09-17
Justin Thomas,Justin,Thomas,30.0,,WR,"DB,WR",,,Active,13.0,68,180.0,Utah,0.0,,2024-09-17
Tershawn Wharton,Tershawn,Wharton,26.0,KC,DT,DL,RDT,1.0,Active,98.0,73,280.0,Missouri S&T,4.0,,2024-09-17
Riley Sharp,Riley,Sharp,26.0,,TE,TE,,,Active,84.0,77,246.0,Oregon State,0.0,,2024-09-17
Tre Colbert,Tre,Colbert,,,DL,DL,,,Active,68.0,74,307.0,Maryland,0.0,,2024-09-17
Cal Adomitis,Cal,Adomitis,26.0,CIN,LS,LS,LS,,Active,48.0,74,238.0,Pittsburgh,2.0,,2024-09-17
Adrian Hubbard,Adrian,Hubbard,25.0,,OLB,LB,,,Inactive,49.0,"6'6""",257.0,Alabama,1.0,,2024-09-17
Eyioma Uwazurike,Eyioma,Uwazurike,26.0,DEN,DL,DL,NT,3.0,Active,96.0,78,320.0,Iowa State,2.0,Out,2024-09-17
Logan Tago,Logan,Tago,,,LB,LB,,,Inactive,60.0,75,250.0,Washington State,3.0,,2024-09-17
Nijuel Hill,Nijuel,Hill,,,DB,DB,,,Active,0.0,70,185.0,Delaware,1.0,,2024-09-17
Andy Phillips,Andy,Phillips,32.0,,K,K,,,Active,17.0,70,210.0,Utah,5.0,,2024-09-17
Devin White,Devin,White,26.0,PHI,LB,LB,RILB,1.0,Active,45.0,72,237.0,LSU,5.0,Out,2024-09-17
Marken Michel,Marken,Michel,29.0,,WR,WR,,,Active,19.0,71,191.0,UMass,7.0,,2024-09-17
Jamar Summers,Jamar,Summers,26.0,,FS,DB,,,Active,21.0,72,190.0,Connecticut,4.0,,2024-09-17
Patrick Mekari,Patrick,Mekari,27.0,BAL,OL,"LB,OL",OL,,Active,65.0,76,305.0,California,5.0,,2024-09-17
Hunter Dimick,Hunter,Dimick,28.0,,OLB,LB,,,Active,94.0,75,268.0,Utah,5.0,,2024-09-17
Chase Farris,Chase,Farris,28.0,,G,OL,,,Active,62.0,77,300.0,Ohio State,6.0,,2024-09-17
James Looney,James,Looney,26.0,,TE,TE,,,Active,49.0,75,287.0,California,4.0,,2024-09-17
Jared Scott,Jared,Scott,23.0,,TE,TE,,,Active,0.0,78,240.0,Idaho State,2.0,,2024-09-17
Ben Petrula,Ben,Petrula,,,T,,,,Active,67.0,77,316.0,Boston College,0.0,,2024-09-17
Jerry Hughes,Jerry,Hughes,36.0,HOU,DE,DL,RDE,2.0,Active,52.0,74,254.0,TCU,14.0,,2024-09-17
Shelton Gibson,Shelton,Gibson,27.0,,WR,WR,,,Active,84.0,71,191.0,West Virginia,5.0,,2024-09-17
David Johnson,David,Johnson,31.0,,RB,RB,,,Active,28.0,73,224.0,Northern Iowa,8.0,,2024-09-17
Chase Young,Chase,Young,25.0,NO,DE,DL,RDE,1.0,Active,99.0,77,265.0,Ohio State,4.0,,2024-09-17
Isaiah Dunn,Isaiah,Dunn,24.0,,DB,DB,,,Active,25.0,72,193.0,Oregon State,2.0,,2024-09-17
Iseoluwapo Jegede,Iseoluwapo,Jegede,27.0,,NT,DL,,,Active,79.0,77,273.0,Valdosta State,3.0,,2024-09-17
Darrynton Evans,Darrynton,Evans,26.0,BUF,RB,RB,RB,5.0,Inactive,37.0,70,203.0,Appalachian State,4.0,IR,2024-09-17
Kendall Reyes,Kendall,Reyes,30.0,,DE,DL,,,Inactive,91.0,"6'4""",300.0,Connecticut,8.0,,2024-09-17
Josh Sitton,Josh,Sitton,35.0,,G,OL,,,Injured Reserve,0.0,75,320.0,Central Florida,14.0,,2024-09-17
Amare Barno,Amare,Barno,25.0,CAR,DL,DL,LB,,Active,38.0,78,245.0,Virginia Tech,2.0,PUP,2024-09-17
Judge Culpepper,Judge,Culpepper,24.0,,DT,DL,,,Active,59.0,76,293.0,Toledo,0.0,,2024-09-17
Cody Whitehair,Cody,Whitehair,32.0,LV,OL,OL,OL,,Active,65.0,75,316.0,Kansas State,8.0,,2024-09-17
Matt Cassel,Matt,Cassel,39.0,,QB,QB,,,Inactive,8.0,76,228.0,Southern California,17.0,,2024-09-17
Jalen Cunningham,Jalen,Cunningham,,,OG,OG,,,Active,,77,350.0,Arkansas State,0.0,,2024-09-17
Xavier Jones,Xavier,Jones,24.0,,RB,RB,,,Active,0.0,71,208.0,Southern Methodist,2.0,Questionable,2024-09-17
Keaton Bills,Keaton,Bills,26.0,,OL,OL,,,Active,60.0,76,316.0,Utah,0.0,,2024-09-17
John Weidenaar,John,Weidenaar,25.0,,OT,OL,LT,3.0,Inactive,79.0,"6'7""",292.0,Montana State,0.0,,2024-09-17
Jason Pinnock,Jason,Pinnock,25.0,NYG,CB,DB,FS,1.0,Active,27.0,72,200.0,Pittsburgh,3.0,,2024-09-17
Charles Brown,Charles,Brown,33.0,,T,OL,,,Inactive,78.0,"6'5""",300.0,Southern California,10.0,,2024-09-17
Louis Delmas,Louis,Delmas,30.0,,FS,DB,,,Inactive,25.0,"5'11""",202.0,Western Michigan,6.0,,2024-09-17
Kyzir White,Kyzir,White,28.0,ARI,LB,LB,LILB,1.0,Active,7.0,74,234.0,West Virginia,6.0,,2024-09-17
Luke Wattenberg,Luke,Wattenberg,27.0,DEN,OL,OL,OL,,Active,60.0,77,300.0,Washington,2.0,,2024-09-17
Avius Capers,Avius,Capers,26.0,,WR,WR,,,Inactive,16.0,"5'9""",200.0,Johnson C. Smith,1.0,,2024-09-17
T.J. Hockenson,T.J.,Hockenson,27.0,MIN,TE,TE,TE,5.0,Active,87.0,77,245.0,Iowa,5.0,PUP,2024-09-17
Harvey Binford,Harvey,Binford,30.0,,WR,WR,,,Inactive,2.0,72,182.0,"Lindenwood, Ill.",6.0,,2024-09-17
Terrance Parks,Terrance,Parks,31.0,,SS,DB,,,Inactive,27.0,74,215.0,Florida State,10.0,,2024-09-17
Paul Lasike,Paul,Lasike,31.0,,RB,RB,,,Inactive,47.0,71,232.0,Brigham Young,7.0,,2024-09-17
Ha Ha Clinton-Dix,Ha Ha,Clinton-Dix,29.0,DEN,DB,DB,,,Active,32.0,73,208.0,Alabama,8.0,,2024-09-17
Dan Skuta,Dan,Skuta,34.0,,LB,LB,,,Inactive,57.0,"6'2""",250.0,Grand Valley State,11.0,,2024-09-17
Austin Jones,Austin,Jones,23.0,,RB,RB,,,Active,46.0,70,200.0,USC,0.0,,2024-09-17
Micah Baskerville,Micah,Baskerville,24.0,CHI,LB,LB,,,Active,47.0,72,224.0,LSU,1.0,,2024-09-17
Tarvaris Jackson,Tarvaris,Jackson,37.0,,QB,QB,,,Inactive,7.0,"6'2""",225.0,Alabama State,14.0,,2024-09-17
Nate Herbig,Nate,Herbig,26.0,PIT,G,"OG,OL",OL,,Inactive,71.0,76,334.0,Stanford,5.0,IR,2024-09-17
Chad Ryland,Chad,Ryland,24.0,,K,K,,,Active,37.0,72,195.0,Maryland,1.0,,2024-09-17
Andre Williams,Andre,Williams,28.0,,RB,RB,,,Inactive,44.0,"6'0""",220.0,Boston College,6.0,,2024-09-17
Gio Pascascio,Gio,Pascascio,27.0,,WR,WR,,,Active,12.0,75,190.0,Louisville,5.0,,2024-09-17
Cierre Wood,Cierre,Wood,29.0,,RB,RB,,,Inactive,41.0,"5'11""",215.0,Notre Dame,7.0,,2024-09-17
Christian Angulo,Christian,Angulo,24.0,,DB,DB,,,Active,33.0,74,190.0,Hampton,2.0,,2024-09-17
Don Jones,Don,Jones,30.0,,FS,DB,,,Inactive,20.0,"5'11""",195.0,Arkansas State,7.0,,2024-09-17
Tony Moeaki,Tony,Moeaki,33.0,,TE,TE,,,Inactive,49.0,"6'3""",252.0,Iowa,10.0,,2024-09-17
Dan Skipper,Dan,Skipper,29.0,DET,T,"OL,OT",OL,,Active,70.0,81,330.0,Arkansas,7.0,,2024-09-17
Jake Eldrenkamp,Jake,Eldrenkamp,28.0,HOU,OL,"OG,OL",,,Active,60.0,77,300.0,Washington,5.0,,2024-09-17
Bralen Trahan,Bralen,Trahan,24.0,,DB,DB,,,Active,45.0,71,196.0,Louisiana,1.0,,2024-09-17
Nick Ritcher,Nick,Ritcher,25.0,,G,OL,RG,3.0,Inactive,61.0,"6'5""",304.0,Richmond,0.0,,2024-09-17
Nathan Pickering,Nathan,Pickering,23.0,,DT,DL,,,Inactive,57.0,76,314.0,Mississippi State,0.0,Questionable,2024-09-17
Tyler Hall,Tyler,Hall,25.0,,DB,DB,,,Inactive,31.0,70,190.0,Wyoming,4.0,,2024-09-17
Justin Strnad,Justin,Strnad,28.0,DEN,LB,LB,RILB,2.0,Active,40.0,75,235.0,Wake Forest,4.0,,2024-09-17
Lawrence Guy,Lawrence,Guy,34.0,CIN,DT,DL,LDT,3.0,Active,93.0,76,315.0,Arizona State,13.0,,2024-09-17
Colin Kaepernick,Colin,Kaepernick,34.0,,QB,QB,,,Inactive,0.0,76,230.0,Nevada,11.0,,2024-09-17
J.D. McKissic,J.D.,McKissic,29.0,,RB,RB,,,Inactive,23.0,70,195.0,Arkansas State,7.0,Questionable,2024-09-17
John Defilippo,John,Defilippo,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Cole Murphy,Cole,Murphy,,,K,K,,,Active,0.0,75,215.0,Syracuse,3.0,,2024-09-17
Dante Barnett,Dante,Barnett,28.0,,FS,DB,,,Active,0.0,73,194.0,Kansas State,5.0,,2024-09-17
Alex Kessman,Alex,Kessman,24.0,CAR,K,K,,,Active,19.0,75,190.0,Pittsburgh,1.0,,2024-09-17
Clayton Isbell,Clayton,Isbell,24.0,,DB,DB,,,Active,15.0,74,220.0,Coastal Carolina,0.0,,2024-09-17
DeJuan Neal,DeJuan,Neal,26.0,,DB,DB,,,Active,37.0,72,190.0,Shepherd,4.0,,2024-09-17
C.J. Beathard,C.J.,Beathard,30.0,,QB,QB,,,Active,3.0,74,215.0,Iowa,7.0,Questionable,2024-09-17
Ronald Martin,Ronald,Martin,28.0,,SS,DB,,,Inactive,32.0,73,220.0,Louisiana State,7.0,,2024-09-17
Julius Wilkerson,Julius,Wilkerson,,,LB,LB,,,Active,,73,230.0,Davenport,0.0,,2024-09-17
Ross Matiscik,Ross,Matiscik,28.0,JAX,LS,LS,LS,,Active,46.0,72,240.0,Baylor,4.0,,2024-09-17
Hakeem Bailey,Hakeem,Bailey,24.0,,CB,DB,,,Active,0.0,72,188.0,West Virginia,2.0,,2024-09-17
Tom Johnson,Tom,Johnson,37.0,,DT,DL,,,Injured Reserve,0.0,75,288.0,Southern Mississippi,16.0,,2024-09-17
Eric Smith,Eric,Smith,27.0,,T,"OL,OT",,,Active,66.0,76,321.0,Virginia,6.0,,2024-09-17
Maxwell Worship,Maxwell,Worship,23.0,,LB,LB,,,Active,0.0,73,210.0,Vanderbilt,1.0,,2024-09-17
Mike Mularkey,Mike,Mularkey,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Jalen Harvey,Jalen,Harvey,26.0,,DB,DB,,,Active,43.0,73,198.0,Arizona State,3.0,,2024-09-17
Brandon Dorlus,Brandon,Dorlus,23.0,ATL,DE,DL,LDE,3.0,Active,54.0,75,290.0,Oregon,0.0,Out,2024-09-17
Damon Arnette,Damon,Arnette,25.0,MIA,CB,DB,,,Active,10.0,72,195.0,Ohio State,2.0,,2024-09-17
Trevor Robinson,Trevor,Robinson,30.0,,C,OL,,,Inactive,68.0,"6'5""",300.0,Notre Dame,8.0,,2024-09-17
Sailosi Latu,Sailosi,Latu,28.0,,DT,DL,,,Inactive,0.0,75,327.0,San Jose State,2.0,,2024-09-17
Shaun Peterson,Shaun,Peterson,24.0,,DE,DL,,,Inactive,49.0,75,240.0,UCF,0.0,Questionable,2024-09-17
Joe Philbin,Joe,Philbin,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Brandon LaFell,Brandon,LaFell,35.0,,WR,WR,,,Inactive,19.0,75,210.0,Louisiana State,12.0,,2024-09-17
Jerry Jacobs,Jerry,Jacobs,26.0,,CB,DB,,,Active,4.0,71,203.0,Arkansas,3.0,Questionable,2024-09-17
Morgan Fox,Morgan,Fox,30.0,LAC,DE,"DL,LB",LDE,1.0,Active,56.0,75,275.0,CSU-Pueblo,8.0,,2024-09-17
Darrel Young,Darrel,Young,33.0,,FB,RB,,,Inactive,36.0,"5'11""",251.0,Villanova,11.0,,2024-09-17
Briason Mays,Briason,Mays,24.0,,C,OL,,,Active,69.0,76,295.0,Southern Miss,0.0,,2024-09-17
Jordan Martin,Jordan,Martin,26.0,,SS,DB,,,Active,0.0,75,206.0,Syracuse,3.0,,2024-09-17
Jesse Burkett,Jesse,Burkett,,,C,OL,,,Inactive,0.0,"6'3""",300.0,Stanford,0.0,,2024-09-17
Phil Loadholt,Phil,Loadholt,32.0,,OT,OL,,,Inactive,71.0,"6'8""",343.0,Oklahoma,8.0,,2024-09-17
Isaac Nauta,Isaac,Nauta,24.0,GB,TE,TE,,,Inactive,82.0,75,246.0,Georgia,3.0,Questionable,2024-09-17
Rondale Moore,Rondale,Moore,24.0,ATL,WR,WR,,7.0,Inactive,14.0,67,181.0,Purdue,3.0,IR,2024-09-17
Jordan McFadden,Jordan,McFadden,24.0,LAC,OL,OL,OL,,Active,71.0,74,303.0,Clemson,1.0,Out,2024-09-17
Jaylan Alexander,Jaylan,Alexander,22.0,,LB,LB,,,Active,0.0,73,236.0,Purdue,1.0,,2024-09-17
Jimmy Clausen,Jimmy,Clausen,32.0,,QB,QB,,,Inactive,2.0,"6'2""",210.0,Notre Dame,10.0,,2024-09-17
Trevon Sanders,Trevon,Sanders,24.0,,NT,DL,,,Active,64.0,74,327.0,Troy,3.0,,2024-09-17
Yodny Cajuste,Yodny,Cajuste,28.0,NYG,OL,OL,,,Inactive,70.0,77,310.0,West Virginia,5.0,Questionable,2024-09-17
Jared Cook,Jared,Cook,35.0,,TE,TE,,,Active,87.0,77,246.0,South Carolina,13.0,,2024-09-17
Reid Ferguson,Reid,Ferguson,30.0,BUF,LS,LS,LS,,Active,69.0,74,235.0,LSU,8.0,,2024-09-17
I'Tavius Mathers,I'Tavius,Mathers,28.0,,RB,RB,,,Active,43.0,71,197.0,Middle Tennessee,5.0,,2024-09-17
Allen Bradford,Allen,Bradford,32.0,,LB,LB,,,Inactive,53.0,"5'11""",235.0,Southern California,9.0,,2024-09-17
Javon Kinlaw,Javon,Kinlaw,26.0,NYJ,DT,DL,RDT,1.0,Active,54.0,77,319.0,South Carolina,4.0,,2024-09-17
Jon Rhattigan,Jon,Rhattigan,25.0,CAR,LB,LB,RILB,3.0,Active,49.0,72,236.0,Army,3.0,,2024-09-17
Ethan Wolf,Ethan,Wolf,26.0,,TE,TE,,,Active,86.0,78,252.0,Tennessee,4.0,,2024-09-17
Chad O'Shea,Chad,O'Shea,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
James Bradberry,James,Bradberry,31.0,PHI,CB,DB,DB,,Inactive,24.0,73,210.0,Samford,8.0,IR,2024-09-17
Cameron Marshall,Cameron,Marshall,26.0,,RB,RB,,,Inactive,38.0,"5'9""",211.0,Arizona State,1.0,,2024-09-17
Dion Novil,Dion,Novil,,,DT,DL,,,Active,0.0,76,308.0,North Texas,1.0,,2024-09-17
Skyler Phillips,Skyler,Phillips,26.0,,C,OL,,,Active,0.0,74,315.0,Idaho State,4.0,,2024-09-17
Phillip Lindsay,Phillip,Lindsay,28.0,,RB,RB,,,Active,30.0,68,190.0,Colorado,4.0,,2024-09-17
D'Andre Swift,D'Andre,Swift,25.0,CHI,RB,RB,RB,1.0,Active,4.0,69,215.0,Georgia,4.0,,2024-09-17
Gabe Jackson,Gabe,Jackson,32.0,,G,"OG,OL",,,Active,69.0,75,335.0,Mississippi State,10.0,,2024-09-17
Blake Gillikin,Blake,Gillikin,26.0,ARI,P,P,P,,Active,12.0,74,196.0,Penn State,4.0,,2024-09-17
Rayshad Nichols,Rayshad,Nichols,25.0,,DT,DL,,,Active,91.0,74,328.0,Stephen F. Austin,2.0,,2024-09-17
Jacob Hagen,Jacob,Hagen,29.0,,FS,DB,,,Active,42.0,75,205.0,Liberty,7.0,,2024-09-17
Jason Strowbridge,Jason,Strowbridge,25.0,,DE,DL,,,Active,0.0,77,280.0,North Carolina,2.0,,2024-09-17
James Sample,James,Sample,28.0,,FS,DB,,,Inactive,23.0,"6'2""",209.0,Louisville,5.0,,2024-09-17
Afolabi Laguda,Afolabi,Laguda,26.0,,FS,DB,,,Active,0.0,73,205.0,Colorado,4.0,,2024-09-17
Malik Mustapha,Malik,Mustapha,22.0,SF,DB,DB,FS,2.0,Active,6.0,70,206.0,Wake Forest,0.0,,2024-09-17
Kaden Smith,Kaden,Smith,26.0,,TE,TE,,,Inactive,45.0,77,249.0,Stanford,4.0,,2024-09-17
Jerry Ugokwe,Jerry,Ugokwe,27.0,,OT,OL,,,Active,73.0,80,305.0,William & Mary,5.0,,2024-09-17
Gaelin Elmore,Gaelin,Elmore,26.0,,DE,DL,,,Active,0.0,78,275.0,East Carolina,4.0,,2024-09-17
Roubbens Joseph,Roubbens,Joseph,27.0,,OT,OL,,,Active,73.0,77,310.0,Buffalo,5.0,,2024-09-17
